osp_id,reviewer,category,manufacturer,year,test_id,building_code,test_criteria,weight_lbs,a_flx_h,a_rig_h,a_flx_v,a_rig_v,url,notes
OSP-0289,Eric Fagan,Cooling Tower,Tower Tech,2023,UUT-1a,CBC 2022,ICC-ES AC156,8910,2.4,1.8,1.6,0.64,https://hcai.ca.gov/document/OSP-0289,
OSP-0289,Eric Fagan,Cooling Tower,Tower Tech,2023,UUT-1b,CBC 2022,ICC-ES AC156,7910,4.0,3.0,1.67,0.67,https://hcai.ca.gov/document/OSP-0289,
OSP-0289,Eric Fagan,Cooling Tower,Tower Tech,2023,UUT-2b,CBC 2022,ICC-ES AC156,22200,2.16,1.62,1.53,0.62,https://hcai.ca.gov/document/OSP-0289,
OSP-0289,Eric Fagan,Cooling Tower,Tower Tech,2023,UUT-3a,CBC 2022,ICC-ES AC156,23400,2.0,1.5,1.34,0.54,https://hcai.ca.gov/document/OSP-0289,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-1a,CBC 2019,ICC-ES AC156,14881,3.5,2.62,1.45,0.58,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-1b,CBC 2019,ICC-ES AC156,14881,3.2,2.4,1.33,0.53,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-2a,CBC 2019,ICC-ES AC156,3520,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-2b,CBC 2019,ICC-ES AC156,3520,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-3a,CBC 2019,ICC-ES AC156,45731,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-3b,CBC 2019,ICC-ES AC156,45731,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-4a,CBC 2019,ICC-ES AC156,4199,3.75,2.81,2.5,1.88,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-4b,CBC 2019,ICC-ES AC156,4199,3.1,2.33,2.07,1.38,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-5a,CBC 2019,ICC-ES AC156,20200,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-5b,CBC 2019,ICC-ES AC156,20200,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-6A,CBC 2019,ICC-ES AC156,3400,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-6B,CBC 2019,ICC-ES AC156,3400,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-7a,CBC 2019,ICC-ES AC156,3520,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-7b,CBC 2019,ICC-ES AC156,3520,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-8a,CBC 2019,ICC-ES AC156,19300,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0368,
OSP-0368,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-8b,CBC 2019,ICC-ES AC156,19300,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0368,
OSP-0384,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2021,UUT A1,CBC 2019,ICC-ES AC156,7485,3.36,2.52,1.4,0.56,https://hcai.ca.gov/document/OSP-0384,
OSP-0384,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2021,UUT A2,CBC 2019,ICC-ES AC156,7485,3.2,2.4,1.33,0.53,https://hcai.ca.gov/document/OSP-0384,
OSP-0384,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2021,UUT A3,CBC 2019,ICC-ES AC156,7485,3.2,2.4,1.33,0.53,https://hcai.ca.gov/document/OSP-0384,
OSP-0384,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2021,UUT A4,CBC 2019,ICC-ES AC156,7485,3.36,2.52,1.4,0.56,https://hcai.ca.gov/document/OSP-0384,
OSP-0384,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2021,UUT B1,CBC 2019,ICC-ES AC156,31844,3.36,2.52,1.4,0.56,https://hcai.ca.gov/document/OSP-0384,
OSP-0384,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2021,UUT B2,CBC 2019,ICC-ES AC156,31844,3.2,2.4,1.33,0.53,https://hcai.ca.gov/document/OSP-0384,
OSP-0473,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-1a,CBC 2019,ICC-ES AC156,15720,2.4,1.8,1,0.4,https://hcai.ca.gov/document/OSP-0473,
OSP-0473,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-1a,CBC 2019,ICC-ES AC156,15720,2.5,1.0,1.67,0.67,https://hcai.ca.gov/document/OSP-0473,
OSP-0473,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-1b,CBC 2019,ICC-ES AC156,16060,2.4,1.8,1,0.4,https://hcai.ca.gov/document/OSP-0473,
OSP-0473,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-1b,CBC 2019,ICC-ES AC156,16060,2.5,1.0,1.67,0.67,https://hcai.ca.gov/document/OSP-0473,
OSP-0473,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-2a,CBC 2019,ICC-ES AC156,51294,2.4,1.8,1,0.4,https://hcai.ca.gov/document/OSP-0473,
OSP-0473,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2022,UUT-2a,CBC 2019,ICC-ES AC156,51294,2.5,1.0,1.67,0.67,https://hcai.ca.gov/document/OSP-0473,
OSP-0481,Eric Fagan,Cooling Tower,Evapco,2022,UUT-3,CBC 2022,ICC-ES AC156,41790,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0481,
OSP-0481,Eric Fagan,Cooling Tower,Evapco,2022,UUT-5,CBC 2022,ICC-ES AC156,52200,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0481,
OSP-0481,Eric Fagan,Cooling Tower,Evapco,2022,UUT-6,CBC 2022,ICC-ES AC156,6000,,,,,https://hcai.ca.gov/document/OSP-0481,
OSP-0481,Eric Fagan,Cooling Tower,Evapco,2022,UUT-7,CBC 2022,ICC-ES AC156,6000,,,,,https://hcai.ca.gov/document/OSP-0481,
OSP-0481,Eric Fagan,Cooling Tower,Evapco,2022,UUT-8,CBC 2022,ICC-ES AC156,26360,3.1,2.33,2,0.8,https://hcai.ca.gov/document/OSP-0481,
OSP-0488,Eric Fagan,Cooling Tower,Evapco,2023,UUT -1,CBC 2022,ICC-ES AC156,11000,3.09,2.32,1.29,0.52,https://hcai.ca.gov/document/OSP-0488,
OSP-0488,Eric Fagan,Cooling Tower,Evapco,2023,UUT-3,CBC 2022,ICC-ES AC156,41790,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0488,
OSP-0488,Eric Fagan,Cooling Tower,Evapco,2023,UUT-5,CBC 2022,ICC-ES AC156,52200,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0488,
OSP-0488,Eric Fagan,Cooling Tower,Evapco,2023,UUT-8,CBC 2022,ICC-ES AC156,26360,3.1,2.33,2,0.8,https://hcai.ca.gov/document/OSP-0488,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-1a,CBC 2016,ICC-ES AC156,14881,3.5,2.62,1.45,0.58,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-1b,CBC 2016,ICC-ES AC156,14881,3.2,2.4,1.33,0.53,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-2a,CBC 2016,ICC-ES AC156,3520,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-2b,CBC 2016,ICC-ES AC156,3520,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-3a,CBC 2016,ICC-ES AC156,45731,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-3b,CBC 2016,ICC-ES AC156,45731,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-4a,CBC 2016,ICC-ES AC156,4199,3.75,2.81,2.5,1.88,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-4b,CBC 2016,ICC-ES AC156,4199,3.1,2.33,2.07,1.38,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-5a,CBC 2016,ICC-ES AC156,20200,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-5b,CBC 2016,ICC-ES AC156,20200,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-6A,CBC 2016,ICC-ES AC156,3400,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-6B,CBC 2016,ICC-ES AC156,3400,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-7a,CBC 2016,ICC-ES AC156,3520,3.2,2.4,2.14,0.86,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-7b,CBC 2016,ICC-ES AC156,3520,3.2,2.4,1.34,0.54,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-8a,CBC 2016,ICC-ES AC156,19300,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-8b,CBC 2016,ICC-ES AC156,19300,3.1,2.33,1.29,0.52,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-9a,CBC 2016,ICC-ES AC156,23200,5.65,4.24,2.35,0.94,https://hcai.ca.gov/document/OSP-0618,
OSP-0618,Eric Fagan,Cooling Tower,Baltimore Aircoil Company,2020,UUT-9b,CBC 2016,ICC-ES AC156,24400,5.65,4.24,2.35,0.94,https://hcai.ca.gov/document/OSP-0618,
