id,frag_id,exp_id
1,54,828
2,54,829
3,54,830
4,54,831
5,54,832
6,54,833
7,54,834
8,54,835
9,54,836
10,54,837
11,54,838
12,54,839
13,54,840
14,54,938
15,54,939
16,54,940
17,54,941
18,54,942
19,54,943
